Year,Sex,Age Group,Race or Ethnicity,Selected Cause of Death,Deaths
2004,M,75-84,Hispanic,Diabetes Mellitus,115
2004,M,75-84,Hispanic,Accidents,376
2004,M,75-84,Hispanic,Pneumonia,897
2004,M,75-84,Hispanic,Cerebrovascular Disease,1012
2004,M,75-84,Hispanic,All Other Causes,4141
2004,M,75-84,Hispanic,Malignant Neoplasms,5339
2004,M,75-84,Hispanic,Diseases of the Heart,7658
2004,M,75-84,Hispanic,Total,20790
2004,M,75-84,White Non Hispanic,Accidents,1
2004,M,75-84,White Non Hispanic,CLRD,1
2004,M,75-84,White Non Hispanic,Diabetes Mellitus,1
2004,M,75-84,White Non Hispanic,Pneumonia,1
2004,M,75-84,White Non Hispanic,All Other Causes,3
2004,M,75-84,White Non Hispanic,Malignant Neoplasms,4
2004,M,75-84,White Non Hispanic,Diseases of the Heart,5
2004,M,75-84,White Non Hispanic,Total,16
2004,M,85+,Black Non Hispanic,All Other Causes,1
2004,M,85+,Black Non Hispanic,Total,1
2004,M,85+,Hispanic,AIDS,1
2004,M,85+,Hispanic,Diabetes Mellitus,68
2004,M,85+,Hispanic,Accidents,299
2004,M,85+,Hispanic,Cerebrovascular Disease,674
2004,M,85+,Hispanic,CLRD,687
2004,M,85+,Hispanic,Pneumonia,904
2004,M,85+,Hispanic,Malignant Neoplasms,2273
2004,M,85+,Hispanic,All Other Causes,3307
2004,M,85+,Hispanic,Diseases of the Heart,6699
2004,M,85+,Hispanic,Total,14912
2004,M,85+,Not Stated,CLRD,1
2004,M,85+,Not Stated,Diseases of the Heart,2
2004,M,85+,Not Stated,Total,3
2004,M,85+,Other Non Hispanic,Malignant Neoplasms,2
2004,M,85+,Other Non Hispanic,Total,2
2004,M,85+,White Non Hispanic,CLRD,1
2004,M,85+,White Non Hispanic,Diseases of the Heart,2
2004,M,85+,White Non Hispanic,Cerebrovascular Disease,3
2004,M,85+,White Non Hispanic,Malignant Neoplasms,4
2004,M,85+,White Non Hispanic,All Other Causes,5
2004,M,85+,White Non Hispanic,Total,15
2004,M,<1,Black Non Hispanic,All Other Causes,1
2004,M,<1,Black Non Hispanic,Total,1
2004,M,<1,Hispanic,CLRD,1
2004,M,<1,Hispanic,Cerebrovascular Disease,2
2004,M,<1,Hispanic,Malignant Neoplasms,3
2004,M,<1,Hispanic,Diseases of the Heart,11
2004,M,<1,Hispanic,Pneumonia,12
2004,M,<1,Hispanic,Accidents,15
2004,M,<1,Hispanic,All Other Causes,798
2004,M,<1,Hispanic,Total,842
2004,M,<1,Not Stated,All Other Causes,1
2004,M,<1,Not Stated,Total,1
2004,M,<1,Other Non Hispanic,All Other Causes,1
2004,M,<1,Other Non Hispanic,Total,1
2004,M,<1,White Non Hispanic,Cerebrovascular Disease,1
2004,M,<1,White Non Hispanic,All Other Causes,4
2004,M,<1,White Non Hispanic,Total,5
2005,F,1-9,Black Non Hispanic,Accidents,1
2005,F,1-9,Black Non Hispanic,Total,1
2005,F,1-9,Hispanic,Cerebrovascular Disease,1
2005,F,1-9,Hispanic,Pneumonia,1
2005,F,1-9,Hispanic,CLRD,2
2005,F,1-9,Hispanic,Diseases of the Heart,11
2005,F,1-9,Hispanic,Malignant Neoplasms,23
2005,F,1-9,Hispanic,Accidents,26
2005,F,1-9,Hispanic,All Other Causes,78
2005,F,1-9,Hispanic,Total,142
2005,F,1-9,Other Non Hispanic,All Other Causes,1
2005,F,1-9,Other Non Hispanic,Total,1
2005,F,10-19,Hispanic,Pneumonia,1
2005,F,10-19,Hispanic,CLRD,3
2005,F,10-19,Hispanic,Cerebrovascular Disease,3
2005,F,10-19,Hispanic,AIDS,4
2005,F,10-19,Hispanic,Diseases of the Heart,9
2005,F,10-19,Hispanic,Malignant Neoplasms,32
2005,F,10-19,Hispanic,Accidents,70
2005,F,10-19,Hispanic,All Other Causes,116
2005,F,10-19,Hispanic,Total,238
2005,F,20-24,Hispanic,CLRD,1
2005,F,20-24,Hispanic,Diabetes Mellitus,1
2005,F,20-24,Hispanic,Pneumonia,2
2005,F,20-24,Hispanic,Cerebrovascular Disease,5
2005,F,20-24,Hispanic,AIDS,6
2005,F,20-24,Hispanic,Diseases of the Heart,10
2005,F,20-24,Hispanic,Malignant Neoplasms,24
2005,F,20-24,Hispanic,Accidents,60
2005,F,20-24,Hispanic,All Other Causes,126
2005,F,20-24,Hispanic,Total,235
2005,F,20-24,Other Non Hispanic,Accidents,1
2005,F,20-24,Other Non Hispanic,Total,1
2005,F,25-34,Hispanic,Diabetes Mellitus,4
2005,F,25-34,Hispanic,Pneumonia,4
2005,F,25-34,Hispanic,CLRD,7
2005,F,25-34,Hispanic,Cerebrovascular Disease,14
2005,F,25-34,Hispanic,AIDS,32
2005,F,25-34,Hispanic,Diseases of the Heart,64
2005,F,25-34,Hispanic,Accidents,71
2005,F,25-34,Hispanic,Malignant Neoplasms,110
2005,F,25-34,Hispanic,All Other Causes,269
2005,F,25-34,Hispanic,Total,575
2005,F,35-44,Black Non Hispanic,All Other Causes,1
2005,F,35-44,Black Non Hispanic,Total,1
2005,F,35-44,Hispanic,Diabetes Mellitus,8
2005,F,35-44,Hispanic,Pneumonia,28
2005,F,35-44,Hispanic,CLRD,35
2005,F,35-44,Hispanic,Cerebrovascular Disease,63
2005,F,35-44,Hispanic,AIDS,121
2005,F,35-44,Hispanic,Accidents,133
2005,F,35-44,Hispanic,Diseases of the Heart,219
2005,F,35-44,Hispanic,Malignant Neoplasms,571
2005,F,35-44,Hispanic,All Other Causes,648
2005,F,35-44,Hispanic,Total,1826
2005,F,35-44,Not Stated,Accidents,1
2005,F,35-44,Not Stated,Malignant Neoplasms,1
2005,F,35-44,Not Stated,Total,2
2005,F,35-44,White Non Hispanic,All Other Causes,1
2005,F,35-44,White Non Hispanic,Malignant Neoplasms,1
2005,F,35-44,White Non Hispanic,Total,2
2005,F,45-54,Black Non Hispanic,Malignant Neoplasms,1
2005,F,45-54,Black Non Hispanic,All Other Causes,2
2005,F,45-54,Black Non Hispanic,Total,3
2005,F,45-54,Hispanic,Diabetes Mellitus,27
2005,F,45-54,Hispanic,Pneumonia,62
2005,F,45-54,Hispanic,CLRD,98
2005,F,45-54,Hispanic,Cerebrovascular Disease,119
2005,F,45-54,Hispanic,AIDS,139
2005,F,45-54,Hispanic,Accidents,171
2005,F,45-54,Hispanic,Diseases of the Heart,632
2005,F,45-54,Hispanic,All Other Causes,1108
2005,F,45-54,Hispanic,Malignant Neoplasms,1569
2005,F,45-54,Hispanic,Total,3925
2005,F,45-54,White Non Hispanic,Malignant Neoplasms,3
2005,F,45-54,White Non Hispanic,Total,3
2005,F,55-64,Black Non Hispanic,Cerebrovascular Disease,1
2005,F,55-64,Black Non Hispanic,Diseases of the Heart,1
2005,F,55-64,Black Non Hispanic,Total,2
2005,F,55-64,Hispanic,AIDS,39
2005,F,55-64,Hispanic,Diabetes Mellitus,47
2005,F,55-64,Hispanic,Accidents,118
2005,F,55-64,Hispanic,Pneumonia,130
2005,F,55-64,Hispanic,Cerebrovascular Disease,203
2005,F,55-64,Hispanic,CLRD,322
2005,F,55-64,Hispanic,Diseases of the Heart,1404
2005,F,55-64,Hispanic,All Other Causes,1439
2005,F,55-64,Hispanic,Malignant Neoplasms,2995
2005,F,55-64,Hispanic,Total,6697
2005,F,55-64,White Non Hispanic,All Other Causes,1
2005,F,55-64,White Non Hispanic,Diseases of the Heart,2
2005,F,55-64,White Non Hispanic,Malignant Neoplasms,2
2005,F,55-64,White Non Hispanic,Total,5
2005,F,65-74,Black Non Hispanic,All Other Causes,1
2005,F,65-74,Black Non Hispanic,Malignant Neoplasms,1
2005,F,65-74,Black Non Hispanic,Total,2
2005,F,65-74,Hispanic,AIDS,16
2005,F,65-74,Hispanic,Diabetes Mellitus,81
2005,F,65-74,Hispanic,Accidents,146
2005,F,65-74,Hispanic,Pneumonia,271
2005,F,65-74,Hispanic,Cerebrovascular Disease,429
2005,F,65-74,Hispanic,CLRD,717
2005,F,65-74,Hispanic,All Other Causes,2354
2005,F,65-74,Hispanic,Diseases of the Heart,2918
2005,F,65-74,Hispanic,Malignant Neoplasms,3950
2005,F,65-74,Hispanic,Total,10882
2005,F,65-74,Other Non Hispanic,Diseases of the Heart,2
2005,F,65-74,Other Non Hispanic,Total,2
2005,F,65-74,White Non Hispanic,CLRD,1
2005,F,65-74,White Non Hispanic,Malignant Neoplasms,1
2005,F,65-74,White Non Hispanic,Pneumonia,1
2005,F,65-74,White Non Hispanic,All Other Causes,3
2005,F,65-74,White Non Hispanic,Diseases of the Heart,4
2005,F,65-74,White Non Hispanic,Total,10
2005,F,75-84,Hispanic,AIDS,2
2005,F,75-84,Hispanic,Diabetes Mellitus,140
2005,F,75-84,Hispanic,Accidents,335
2005,F,75-84,Hispanic,Pneumonia,844
2005,F,75-84,Hispanic,Cerebrovascular Disease,1181
2005,F,75-84,Hispanic,CLRD,1409
2005,F,75-84,Hispanic,All Other Causes,5068
2005,F,75-84,Hispanic,Malignant Neoplasms,5313
2005,F,75-84,Hispanic,Diseases of the Heart,7948
2005,F,75-84,Hispanic,Total,22240
2005,F,75-84,Not Stated,All Other Causes,1
2005,F,75-84,Not Stated,Cerebrovascular Disease,1
2005,F,75-84,Not Stated,Total,2
2005,F,75-84,Other Non Hispanic,Diseases of the Heart,1
2005,F,75-84,Other Non Hispanic,Total,1
2005,F,75-84,White Non Hispanic,CLRD,1
2005,F,75-84,White Non Hispanic,Diseases of the Heart,3
2005,F,75-84,White Non Hispanic,Malignant Neoplasms,4
2005,F,75-84,White Non Hispanic,All Other Causes,11
2005,F,75-84,White Non Hispanic,Total,19
2005,F,85+,Black Non Hispanic,All Other Causes,2
2005,F,85+,Black Non Hispanic,Total,2
2005,F,85+,Hispanic,Diabetes Mellitus,143
2005,F,85+,Hispanic,Accidents,463
2005,F,85+,Hispanic,CLRD,1175
2005,F,85+,Hispanic,Pneumonia,1730
2005,F,85+,Hispanic,Cerebrovascular Disease,1998
2005,F,85+,Hispanic,Malignant Neoplasms,3342
2005,F,85+,Hispanic,All Other Causes,8196
2005,F,85+,Hispanic,Diseases of the Heart,15315
2005,F,85+,Hispanic,Total,32362
2005,F,85+,Not Stated,All Other Causes,1
2005,F,85+,Not Stated,CLRD,1
2005,F,85+,Not Stated,Cerebrovascular Disease,1
2005,F,85+,Not Stated,Diseases of the Heart,3
2005,F,85+,Not Stated,Total,6
2005,F,85+,White Non Hispanic,Accidents,1
2005,F,85+,White Non Hispanic,CLRD,1
2005,F,85+,White Non Hispanic,Malignant Neoplasms,2
2005,F,85+,White Non Hispanic,Pneumonia,2
2005,F,85+,White Non Hispanic,All Other Causes,5
2005,F,85+,White Non Hispanic,Diseases of the Heart,9
2005,F,85+,White Non Hispanic,Total,20
2005,F,<1,Hispanic,Cerebrovascular Disease,1
2005,F,<1,Hispanic,Pneumonia,6
2005,F,<1,Hispanic,Diseases of the Heart,11
2005,F,<1,Hispanic,Accidents,21
2005,F,<1,Hispanic,All Other Causes,569
2005,F,<1,Hispanic,Total,608
2005,F,<1,White Non Hispanic,All Other Causes,1
2005,F,<1,White Non Hispanic,Total,1
2005,M,1-9,Hispanic,Cerebrovascular Disease,4
2005,M,1-9,Hispanic,CLRD,5
2005,M,1-9,Hispanic,Pneumonia,6
2005,M,1-9,Hispanic,Diseases of the Heart,11
2005,M,1-9,Hispanic,Malignant Neoplasms,31
2005,M,1-9,Hispanic,Accidents,54
2005,M,1-9,Hispanic,All Other Causes,108
2005,M,1-9,Hispanic,Total,219
2005,M,10-19,Hispanic,Pneumonia,2
2005,M,10-19,Hispanic,AIDS,4
2005,M,10-19,Hispanic,Cerebrovascular Disease,5
2005,M,10-19,Hispanic,CLRD,8
2005,M,10-19,Hispanic,Diseases of the Heart,23
2005,M,10-19,Hispanic,Malignant Neoplasms,39
2005,M,10-19,Hispanic,Accidents,190
2005,M,10-19,Hispanic,All Other Causes,252
2005,M,10-19,Hispanic,Total,523
2005,M,20-24,Hispanic,Diabetes Mellitus,1
2005,M,20-24,Hispanic,Pneumonia,2
2005,M,20-24,Hispanic,CLRD,3
2005,M,20-24,Hispanic,AIDS,5
2005,M,20-24,Hispanic,Cerebrovascular Disease,5
2005,M,20-24,Hispanic,Diseases of the Heart,28
2005,M,20-24,Hispanic,Malignant Neoplasms,44
2005,M,20-24,Hispanic,Accidents,264
2005,M,20-24,Hispanic,All Other Causes,396
2005,M,20-24,Hispanic,Total,748
2005,M,20-24,Other Non Hispanic,Accidents,1
2005,M,20-24,Other Non Hispanic,Total,1
2005,M,20-24,White Non Hispanic,Accidents,1
2005,M,20-24,White Non Hispanic,Total,1
2005,M,25-34,Hispanic,Diabetes Mellitus,3
2005,M,25-34,Hispanic,Pneumonia,11
2005,M,25-34,Hispanic,CLRD,14
2005,M,25-34,Hispanic,Cerebrovascular Disease,16
2005,M,25-34,Hispanic,AIDS,48
2005,M,25-34,Hispanic,Malignant Neoplasms,113
2005,M,25-34,Hispanic,Diseases of the Heart,124
2005,M,25-34,Hispanic,Accidents,346
2005,M,25-34,Hispanic,All Other Causes,664
2005,M,25-34,Hispanic,Total,1339
2005,M,25-34,Not Stated,All Other Causes,2
2005,M,25-34,Not Stated,Total,2
2005,M,25-34,White Non Hispanic,Accidents,1
2005,M,25-34,White Non Hispanic,Total,1
2005,M,35-44,Hispanic,Diabetes Mellitus,13
2005,M,35-44,Hispanic,CLRD,33
2005,M,35-44,Hispanic,Pneumonia,42
2005,M,35-44,Hispanic,Cerebrovascular Disease,45
2005,M,35-44,Hispanic,AIDS,193
2005,M,35-44,Hispanic,Accidents,362
2005,M,35-44,Hispanic,Malignant Neoplasms,397
2005,M,35-44,Hispanic,Diseases of the Heart,473
2005,M,35-44,Hispanic,All Other Causes,1241
2005,M,35-44,Hispanic,Total,2799
2005,M,35-44,White Non Hispanic,Accidents,1
2005,M,35-44,White Non Hispanic,All Other Causes,1
2005,M,35-44,White Non Hispanic,Diseases of the Heart,1
2005,M,35-44,White Non Hispanic,Total,3
2005,M,45-54,Black Non Hispanic,All Other Causes,1
2005,M,45-54,Black Non Hispanic,Diseases of the Heart,2
2005,M,45-54,Black Non Hispanic,Total,3
2005,M,45-54,Hispanic,Diabetes Mellitus,46
2005,M,45-54,Hispanic,CLRD,100
2005,M,45-54,Hispanic,Pneumonia,102
2005,M,45-54,Hispanic,Cerebrovascular Disease,164
2005,M,45-54,Hispanic,Accidents,395
2005,M,45-54,Hispanic,Malignant Neoplasms,1543
2005,M,45-54,Hispanic,Diseases of the Heart,1552
2005,M,45-54,Hispanic,All Other Causes,2250
2005,M,45-54,Hispanic,Total,6504
2005,M,45-54,White Non Hispanic,All Other Causes,4
2005,M,45-54,White Non Hispanic,Total,4
2005,M,55-64,Black Non Hispanic,All Other Causes,1
2005,M,55-64,Black Non Hispanic,Malignant Neoplasms,2
2005,M,55-64,Black Non Hispanic,Total,3
2005,M,55-64,Hispanic,Diabetes Mellitus,61
2005,M,55-64,Hispanic,AIDS,149
2005,M,55-64,Hispanic,Pneumonia,172
2005,M,55-64,Hispanic,Cerebrovascular Disease,266
2005,M,55-64,Hispanic,Accidents,282
2005,M,55-64,Hispanic,CLRD,292
2005,M,55-64,Hispanic,All Other Causes,2272
2005,M,55-64,Hispanic,Diseases of the Heart,2789
2005,M,55-64,Hispanic,Malignant Neoplasms,3113
2005,M,55-64,Hispanic,Total,9396
2005,M,55-64,Not Stated,All Other Causes,1
2005,M,55-64,Not Stated,Cerebrovascular Disease,1
2005,M,55-64,Not Stated,Total,2
2005,M,55-64,White Non Hispanic,All Other Causes,1
2005,M,55-64,White Non Hispanic,Diseases of the Heart,1
2005,M,55-64,White Non Hispanic,Malignant Neoplasms,1
2005,M,55-64,White Non Hispanic,Total,3
2005,M,65-74,Black Non Hispanic,All Other Causes,1
2005,M,65-74,Black Non Hispanic,Cerebrovascular Disease,1
2005,M,65-74,Black Non Hispanic,Diseases of the Heart,1
2005,M,65-74,Black Non Hispanic,Total,3
2005,M,65-74,Hispanic,AIDS,34
2005,M,65-74,Hispanic,Diabetes Mellitus,101
2005,M,65-74,Hispanic,Accidents,256
2005,M,65-74,Hispanic,Pneumonia,329
2005,M,65-74,Hispanic,Cerebrovascular Disease,416
2005,M,65-74,Hispanic,CLRD,671
2005,M,65-74,Hispanic,All Other Causes,2577
2005,M,65-74,Hispanic,Diseases of the Heart,4095
2005,M,65-74,Hispanic,Malignant Neoplasms,4423
2005,M,65-74,Hispanic,Total,12902
2005,M,65-74,Not Stated,Malignant Neoplasms,1
2005,M,65-74,Not Stated,Total,1
2005,M,65-74,White Non Hispanic,All Other Causes,1
2005,M,65-74,White Non Hispanic,Cerebrovascular Disease,1
2005,M,65-74,White Non Hispanic,Pneumonia,1
2005,M,65-74,White Non Hispanic,Malignant Neoplasms,2
2005,M,65-74,White Non Hispanic,Diseases of the Heart,3
2005,M,65-74,White Non Hispanic,Total,8
2005,M,75-84,Black Non Hispanic,Cerebrovascular Disease,1
2005,M,75-84,Black Non Hispanic,Malignant Neoplasms,1
2005,M,75-84,Black Non Hispanic,Diseases of the Heart,2
2005,M,75-84,Black Non Hispanic,Total,4
2005,M,75-84,Hispanic,AIDS,3
2005,M,75-84,Hispanic,Diabetes Mellitus,125
2005,M,75-84,Hispanic,Accidents,342
2005,M,75-84,Hispanic,Pneumonia,846
2005,M,75-84,Hispanic,Cerebrovascular Disease,890
2005,M,75-84,Hispanic,CLRD,1191
2005,M,75-84,Hispanic,All Other Causes,4396
2005,M,75-84,Hispanic,Malignant Neoplasms,5242
2005,M,75-84,Hispanic,Diseases of the Heart,7352
2005,M,75-84,Hispanic,Total,20387
2005,M,75-84,Not Stated,Diseases of the Heart,1
2005,M,75-84,Not Stated,Malignant Neoplasms,1
2005,M,75-84,Not Stated,Total,2
2005,M,75-84,White Non Hispanic,CLRD,1
2005,M,75-84,White Non Hispanic,Pneumonia,1
2005,M,75-84,White Non Hispanic,All Other Causes,3
2005,M,75-84,White Non Hispanic,Diseases of the Heart,3
2005,M,75-84,White Non Hispanic,Malignant Neoplasms,3
2005,M,75-84,White Non Hispanic,Total,11
2005,M,85+,Black Non Hispanic,Cerebrovascular Disease,1
2005,M,85+,Black Non Hispanic,Total,1
2005,M,85+,Hispanic,AIDS,1
2005,M,85+,Hispanic,Diabetes Mellitus,66
2005,M,85+,Hispanic,Accidents,283
2005,M,85+,Hispanic,CLRD,712
2005,M,85+,Hispanic,Cerebrovascular Disease,731
2005,M,85+,Hispanic,Pneumonia,957
2005,M,85+,Hispanic,Malignant Neoplasms,2364
2005,M,85+,Hispanic,All Other Causes,3434
2005,M,85+,Hispanic,Diseases of the Heart,7044
2005,M,85+,Hispanic,Total,15592
2005,M,85+,Other Non Hispanic,Diseases of the Heart,1
2005,M,85+,Other Non Hispanic,Malignant Neoplasms,1
2005,M,85+,Other Non Hispanic,Total,2
2005,M,85+,White Non Hispanic,Pneumonia,1
2005,M,85+,White Non Hispanic,Diseases of the Heart,2
2005,M,85+,White Non Hispanic,All Other Causes,3
2005,M,85+,White Non Hispanic,Malignant Neoplasms,3
2005,M,85+,White Non Hispanic,Total,9
2005,M,<1,Black Non Hispanic,All Other Causes,1
2005,M,<1,Black Non Hispanic,Total,1
2005,M,<1,Hispanic,Malignant Neoplasms,1
2005,M,<1,Hispanic,Cerebrovascular Disease,5
2005,M,<1,Hispanic,Pneumonia,7
2005,M,<1,Hispanic,Diseases of the Heart,12
2005,M,<1,Hispanic,Accidents,14
2005,M,<1,Hispanic,All Other Causes,763
2005,M,<1,Hispanic,Total,802
2005,M,<1,Not Stated,All Other Causes,2
2005,M,<1,Not Stated,Total,2
2005,M,<1,White Non Hispanic,All Other Causes,1
2005,M,<1,White Non Hispanic,Total,1
2006,F,1-9,Hispanic,Cerebrovascular Disease,1
2006,F,1-9,Hispanic,Diabetes Mellitus,1
2006,F,1-9,Hispanic,CLRD,2
2006,F,1-9,Hispanic,Pneumonia,5
2006,F,1-9,Hispanic,Diseases of the Heart,7
2006,F,1-9,Hispanic,Malignant Neoplasms,18
2006,F,1-9,Hispanic,Accidents,35
2006,F,1-9,Hispanic,All Other Causes,74
2006,F,1-9,Hispanic,Total,143
2006,F,1-9,Other Non Hispanic,Accidents,1
2006,F,1-9,Other Non Hispanic,Total,1
2006,F,10-19,Hispanic,AIDS,1
2006,F,10-19,Hispanic,CLRD,2
2006,F,10-19,Hispanic,Cerebrovascular Disease,2
2006,F,10-19,Hispanic,Pneumonia,2
2006,F,10-19,Hispanic,Diseases of the Heart,12
2006,F,10-19,Hispanic,Malignant Neoplasms,26
2006,F,10-19,Hispanic,Accidents,74
2006,F,10-19,Hispanic,All Other Causes,99
2006,F,10-19,Hispanic,Total,218
2006,F,20-24,Hispanic,Cerebrovascular Disease,1
2006,F,20-24,Hispanic,Diabetes Mellitus,2
2006,F,20-24,Hispanic,Pneumonia,3
2006,F,20-24,Hispanic,CLRD,4
2006,F,20-24,Hispanic,Diseases of the Heart,5
2006,F,20-24,Hispanic,AIDS,6
2006,F,20-24,Hispanic,Malignant Neoplasms,22
2006,F,20-24,Hispanic,Accidents,58
2006,F,20-24,Hispanic,All Other Causes,105
2006,F,20-24,Hispanic,Total,206
2006,F,20-24,Not Stated,All Other Causes,1
2006,F,20-24,Not Stated,Total,1
2006,F,25-34,Black Non Hispanic,CLRD,1
2006,F,25-34,Black Non Hispanic,Malignant Neoplasms,1
2006,F,25-34,Black Non Hispanic,Total,2
2006,F,25-34,Hispanic,Diabetes Mellitus,2
2006,F,25-34,Hispanic,Pneumonia,8
2006,F,25-34,Hispanic,CLRD,14
2006,F,25-34,Hispanic,Cerebrovascular Disease,16
2006,F,25-34,Hispanic,AIDS,21
2006,F,25-34,Hispanic,Diseases of the Heart,60
2006,F,25-34,Hispanic,Accidents,83
2006,F,25-34,Hispanic,Malignant Neoplasms,100
2006,F,25-34,Hispanic,All Other Causes,273
2006,F,25-34,Hispanic,Total,577
2006,F,35-44,Black Non Hispanic,All Other Causes,1
2006,F,35-44,Black Non Hispanic,Total,1
2006,F,35-44,Hispanic,Diabetes Mellitus,8
2006,F,35-44,Hispanic,CLRD,19
2006,F,35-44,Hispanic,Pneumonia,25
2006,F,35-44,Hispanic,Cerebrovascular Disease,47
2006,F,35-44,Hispanic,AIDS,132
2006,F,35-44,Hispanic,Accidents,132
2006,F,35-44,Hispanic,Diseases of the Heart,211
2006,F,35-44,Hispanic,Malignant Neoplasms,515
2006,F,35-44,Hispanic,All Other Causes,609
2006,F,35-44,Hispanic,Total,1698
2006,F,35-44,White Non Hispanic,All Other Causes,2
2006,F,35-44,White Non Hispanic,Total,2
2006,F,45-54,Black Non Hispanic,Malignant Neoplasms,1
2006,F,45-54,Black Non Hispanic,Total,1
2006,F,45-54,Hispanic,Diabetes Mellitus,21
2006,F,45-54,Hispanic,Pneumonia,70
2006,F,45-54,Hispanic,CLRD,85
2006,F,45-54,Hispanic,Cerebrovascular Disease,130
2006,F,45-54,Hispanic,AIDS,141
2006,F,45-54,Hispanic,Accidents,168
2006,F,45-54,Hispanic,Diseases of the Heart,596
2006,F,45-54,Hispanic,All Other Causes,1100
2006,F,45-54,Hispanic,Malignant Neoplasms,1620
2006,F,45-54,Hispanic,Total,3931
2006,F,45-54,White Non Hispanic,All Other Causes,1
2006,F,45-54,White Non Hispanic,Total,1
2006,F,55-64,Black Non Hispanic,All Other Causes,1
2006,F,55-64,Black Non Hispanic,Diseases of the Heart,1
2006,F,55-64,Black Non Hispanic,Total,2
2006,F,55-64,Hispanic,Diabetes Mellitus,43
2006,F,55-64,Hispanic,AIDS,46
2006,F,55-64,Hispanic,Pneumonia,113
2006,F,55-64,Hispanic,Accidents,151
2006,F,55-64,Hispanic,Cerebrovascular Disease,223
2006,F,55-64,Hispanic,CLRD,255
2006,F,55-64,Hispanic,Diseases of the Heart,1338
2006,F,55-64,Hispanic,All Other Causes,1486
2006,F,55-64,Hispanic,Malignant Neoplasms,2978
2006,F,55-64,Hispanic,Total,6633
2006,F,55-64,White Non Hispanic,CLRD,1
2006,F,55-64,White Non Hispanic,Diseases of the Heart,3
2006,F,55-64,White Non Hispanic,Total,4
2006,F,65-74,Black Non Hispanic,Cerebrovascular Disease,1
2006,F,65-74,Black Non Hispanic,Malignant Neoplasms,1
2006,F,65-74,Black Non Hispanic,Total,2
2006,F,65-74,Hispanic,AIDS,11
2006,F,65-74,Hispanic,Diabetes Mellitus,92
2006,F,65-74,Hispanic,Accidents,149
2006,F,65-74,Hispanic,Pneumonia,235
2006,F,65-74,Hispanic,Cerebrovascular Disease,423
2006,F,65-74,Hispanic,CLRD,649
2006,F,65-74,Hispanic,All Other Causes,2191
2006,F,65-74,Hispanic,Diseases of the Heart,2682
2006,F,65-74,Hispanic,Malignant Neoplasms,3940
2006,F,65-74,Hispanic,Total,10372
2006,F,65-74,Not Stated,Diseases of the Heart,1
2006,F,65-74,Not Stated,Total,1
2006,F,65-74,White Non Hispanic,CLRD,1
2006,F,65-74,White Non Hispanic,Malignant Neoplasms,1
2006,F,65-74,White Non Hispanic,Diseases of the Heart,2
2006,F,65-74,White Non Hispanic,Total,4
2006,F,75-84,Black Non Hispanic,Cerebrovascular Disease,1
2006,F,75-84,Black Non Hispanic,Malignant Neoplasms,1
2006,F,75-84,Black Non Hispanic,All Other Causes,2
2006,F,75-84,Black Non Hispanic,Total,4
2006,F,75-84,Hispanic,AIDS,1
2006,F,75-84,Hispanic,Diabetes Mellitus,138
2006,F,75-84,Hispanic,Accidents,291
2006,F,75-84,Hispanic,Pneumonia,720
2006,F,75-84,Hispanic,Cerebrovascular Disease,1174
2006,F,75-84,Hispanic,CLRD,1227
2006,F,75-84,Hispanic,All Other Causes,5038
2006,F,75-84,Hispanic,Malignant Neoplasms,5256
2006,F,75-84,Hispanic,Diseases of the Heart,7390
2006,F,75-84,Hispanic,Total,21235
2006,F,75-84,Not Stated,All Other Causes,1
2006,F,75-84,Not Stated,Diseases of the Heart,1
2006,F,75-84,Not Stated,Malignant Neoplasms,1
2006,F,75-84,Not Stated,Total,3
2006,F,75-84,White Non Hispanic,CLRD,1
2006,F,75-84,White Non Hispanic,Cerebrovascular Disease,1
2006,F,75-84,White Non Hispanic,Pneumonia,1
2006,F,75-84,White Non Hispanic,All Other Causes,2
2006,F,75-84,White Non Hispanic,Malignant Neoplasms,2
2006,F,75-84,White Non Hispanic,Diseases of the Heart,6
2006,F,75-84,White Non Hispanic,Total,13
2006,F,85+,Black Non Hispanic,All Other Causes,3
